datadate,GroupCount,mean_sigma_V,median_sigma_V,mode_sigma_V,std_sigma_V,min_sigma_V,max_sigma_V,skewness_sigma_V,kurtosis_sigma_V
2015-08-21,219,0.076235472127151,0.0718423657318239,0.00786373317551799,0.0395052262852617,0.00786373317551799,0.289579142528358,1.31871801431265,7.75488467625115
2015-08-24,220,0.0763636398944736,0.0723462800735562,0.00784617908436172,0.039369481860014,0.00784617908436172,0.284733965582478,1.27889340783288,7.49058667697593
2015-08-25,220,0.076203829296049,0.0720695909049459,0,0.0395433882459347,0,0.280656784884004,1.20470732587934,7.13544050198276
2015-08-26,219,0.0768991303286753,0.0722470348099727,0.00781056096134882,0.0399051260309347,0.00781056096134882,0.279496213917371,1.25208244251102,7.00292250712048
2015-08-27,220,0.07959186769403,0.0729872258348656,0.00779291614817614,0.056713862399189,0.00779291614817614,0.683257556903304,5.85816593138849,60.4649967214969
2015-08-28,221,0.0794588771547315,0.0736340171825279,0.00777539049243412,0.0518623930672711,0.00777539049243412,0.576749772464193,4.46086547045146,40.8021563630707
2015-08-31,221,0.078951680224129,0.0733760715175489,0.00775831137628847,0.0488378529925894,0.00775831137628847,0.504246768998303,3.56607137159933,29.1581538347453
2015-09-01,222,0.0771617465152657,0.0733693905297843,0.00774097435067376,0.0394808801987779,0.00774097435067376,0.270394324083887,1.13695755532723,6.49502543299534
2015-09-02,223,0.0802672055311932,0.0733004872307262,0,0.0652538604434828,0,0.849742788714221,7.62274742874905,88.7091140274437
2015-09-03,223,0.0815455390062851,0.0733820843082197,0,0.0849834692242999,0,1.19637146158824,10.2647192801327,134.285690375739
2015-09-04,222,0.0824214505631459,0.0733509293520711,0,0.0942941594275414,0,1.34623028070582,10.9785284363186,146.895945412727
2015-09-08,219,0.081761568793058,0.0733079806183794,0,0.0929532502530199,0,1.33090225400481,11.1743253036545,150.411266083581
2015-09-09,220,0.0817011144344989,0.0734411444396411,0,0.0878142295379287,0,1.25003271566594,10.7992560065384,143.883991089096
2015-09-10,219,0.0986952719536678,0.073542845942403,0.00763994549720882,0.264603456073909,0.00763994549720882,3.7764802143562,12.7206477637538,173.640404149401
2015-09-11,222,0.100008568737344,0.0734381834670305,0.00762361889894034,0.263570032765527,0.00762361889894034,3.7764802143562,12.6645289644805,173.558861938047
2015-09-14,221,0.0938518196258378,0.0728531139964396,0.00761017547632516,0.203766408331848,0.00761017547632516,2.85145783985857,11.9600558255197,156.732670109646
2015-09-15,221,0.0922702385524531,0.0727074990528591,0.0075942814677214,0.185380946798959,0.0075942814677214,2.56736289240369,11.636321380885,149.584323546247
2015-09-16,220,0.0910355215725877,0.0726552190534144,0.00757830270002294,0.167145182808528,0.00757830270002294,2.27718216978561,11.2075855607891,140.072966023537
2015-09-17,220,0.0897924538582136,0.0728415045469286,0.00756233261235901,0.153745841146593,0.00756233261235901,2.0687237244768,10.8747704394963,132.952802898885
2015-09-18,219,0.0845539598132444,0.0725454535893688,0.00754631783608513,0.128833644467482,0.00754631783608513,1.90353106829095,12.940281983238,183.143520304707
2015-09-21,221,0.0865847706709946,0.0732661459968607,0.00753038399494261,0.123447168569575,0.00753038399494261,1.76963714743061,11.7271643903184,158.410297902717
2015-09-22,221,0.0866312219507622,0.0732750981394436,0.00751459573829849,0.11752713945978,0.00751459573829849,1.66446989274347,11.2367277363597,149.015530108676
2015-09-23,221,0.0859729599356962,0.0730839562110588,0.00749900237964768,0.111033050360445,0.00749900237964768,1.56982835842635,11.0681273152832,146.259172648394
2015-09-24,217,0.0855540665010003,0.073082532905378,0.0074834047292948,0.106800323044384,0.0074834047292948,1.48928116738069,10.7358997878752,139.4393966602
2015-09-25,217,0.0850224087953775,0.0730278106363924,0.00536061119249639,0.102232451071327,0.00536061119249639,1.42174106430626,10.5629774705652,136.551731844688
