gvkey,GroupCount,mean_F_star,median_F_star,mode_F_star,std_F_star,min_F_star,max_F_star,skewness_F_star,kurtosis_F_star
65459,249,1992.08421872233,2006.29068953538,1769.46517474589,69.668436190251,1769.46517474589,2107.62418128053,-0.709449966079711,2.74655387635467
65590,1102,202.995419990831,201.640479319143,109.064632397046,46.995209464008,109.064632397046,332.015357407286,0.234462906686837,2.92891450236956
65662,3553,544959.248832963,539510.855069443,228505.165461468,110802.590727239,228505.165461468,974354.882889665,0.326947375834028,4.03424305897023
66016,1359,1624.9211847207,1636.19865768728,947.091320178589,328.956562781585,947.091320178589,2490.12863978937,0.0665363168512662,2.59202169787492
66065,888,2798.68621590508,2786.05386103306,1889.07213801984,416.545085758354,1889.07213801984,3968.76878365855,0.570202786146841,3.08396574925356
66290,861,1179.75188641945,1253.43524735261,717.441316209512,285.259033287342,717.441316209512,1673.98526485038,-0.345096902813436,1.54031097973688
100075,1131,9366.28000697532,9114.58669856723,6432.94324800292,1442.71407850855,6432.94324800292,13080.7431607001,0.564562765068011,2.51043612739575
100080,4815,52494.0348439734,52265.5754968502,18257.8932154591,22163.1523014887,18257.8932154591,102503.691598367,0.328586368638945,2.10548251472732
100103,4556,21806.7576725091,23043.2529892414,9353.38881335644,5779.32878006685,9353.38881335644,32177.5440827745,-0.573806976381101,2.38247926028455
100135,271,12351.6077019917,12416.422897652,8800.06793646574,1885.09828066039,8800.06793646574,16465.9311823407,0.0637019383162107,2.55175690416183
100165,1339,9013.07278570626,7117.52537326367,3932.5459028743,4146.7140684341,3932.5459028743,19799.0098953969,1.00368629996717,2.6376697346159
100245,1412,1444.64800929936,1336.99990792137,726.758480673219,547.592068368273,726.758480673219,3139.97532423367,1.04154454390443,3.44982848742022
100424,1898,17042.135676227,13040.4587258783,11124.1858823673,9341.18857760552,6829.24741257407,35587.3728901879,0.685701216598751,1.85813831387133
100572,4872,9342.29318050319,8965.4807434529,4282.10864151206,2368.51960979627,4282.10864151206,16685.6737422659,0.267733931972289,2.18408298434803
100581,2106,14418.1630019641,15165.0104748442,4676.97006650553,2696.35397992257,4676.97006650553,19993.162696467,-0.115696463006107,1.6975798464155
100590,1965,73867.103523078,73326.7018842032,43597.5211248552,20455.4122295203,43597.5211248552,109927.204372181,0.0862811262994451,1.71042200806384
100609,3837,18119.6128874427,16951.1236465569,7826.068334634,5554.7403160566,7826.068334634,39644.1670896118,0.984668690990638,4.23559721434508
100699,4248,16828.9732058582,18273.2658998813,7721.94618959477,4538.28720808681,7721.94618959477,26524.9392633956,-0.580557615403564,2.15789637713373
100737,1342,135863.726254947,134533.861958757,76041.1464368387,48646.1084592765,76041.1464368387,451921.30571805,0.86532026032892,3.9546514718576
100760,2542,13482.2039485578,13626.1562949458,8518.94558111592,1784.24223642565,8518.94558111592,18987.2057751724,0.20020495555426,3.10035958922699
100781,572,8939.33933970883,8784.33263735091,7644.99891572812,650.819475849545,7644.99891572812,11040.4966207968,0.603273582915405,3.23513565530897
100953,3320,77796.0561012306,77162.1847644458,44755.0877182979,18504.975078994,44755.0877182979,116807.320101819,-0.0980388441264011,2.22219630051892
101020,4789,9086.95187701793,8817.61441848732,6537.6179600081,1543.1679079939,6537.6179600081,13290.4241654477,0.381533103525488,2.08277393764791
101202,1824,14026.0723307034,14682.2580465142,8816.88352947348,2100.47300868356,8816.88352947348,16842.1406310531,-1.091019992106,3.02582425221566
101204,1462,65333.9512741407,65727.7267675976,51748.6396602028,4490.11322732526,51748.6396602028,74898.2312622197,-0.587433426255331,3.33114865604063
101292,2044,11510.195693662,12040.9653967168,4704.40906144598,2474.70264506361,4704.40906144598,15336.3445201773,-1.11509521473139,3.96405750971069
101310,2681,130811.186417947,124260.560165609,90200.6337658342,35925.4516252401,67500.8886073427,212242.724925682,0.452355054455626,2.10993791580549
101352,1691,20013.5363569627,20145.5280388499,15477.9575845274,2448.17017283891,15477.9575845274,26932.2010393919,0.166947081796203,2.22335879173533
101361,4837,8635.61593856253,7700.49453159887,2888.34138873628,3288.80495420657,2888.34138873628,18996.1961832042,1.0646058594076,3.59479465770545
101475,475,18777.7061029736,20628.4760157759,8517.41636970669,4042.00751233454,8517.41636970669,22477.9387970974,-1.32301148550603,3.16174213159428
101718,4854,9778.77896154064,9630.80471397478,6903.57897588152,1514.68437355409,6903.57897588152,18350.4937139339,0.94864013537052,5.42959129702431
102089,1238,7787.80536127017,6868.67353100179,5143.95845898808,2147.578259821,5143.95845898808,12388.2155698287,0.825734788339029,2.15074501650984
102345,4330,4291.11039866269,3856.28201914056,1214.98709068806,2244.81956296452,1214.98709068806,8548.03535567193,0.220887340073394,1.54857996127225
102422,3736,3352.21309613062,3351.50412497975,2526.27625001925,569.911533234417,1807.71185883253,4621.03482166012,-0.223466953558394,2.08717862914764
102523,4331,8449.08600802512,7169.99381101393,4365.79329378317,3143.56171910298,4365.79329378317,16094.0667948624,0.662926923292601,2.07369967410838
102704,1280,14532.0179233334,12202.9730009181,8649.17887357237,4758.05109184,8649.17887357237,26772.5724225858,1.04296041511172,2.67936192331162
103124,2774,47696.9148881462,39987.3561600279,105884.261408601,36807.0768735465,8378.53624412203,168875.118544835,1.59072554413985,4.98175623162245
103342,572,32001.024986746,31930.4681229473,29110.9163121515,1833.55598860265,29110.9163121515,36470.8257874608,0.497944363833795,2.38019111461761
103487,925,32544.5203783686,32755.1259177378,7831.12511870824,5818.63021503842,7831.12511870824,42185.6985976285,-2.1299744171,10.4989294229448
104598,4801,15487.48664071,16657.0365141073,4131.84491002796,7190.00523899648,4131.84491002796,26666.2353910993,-0.27000987744622,1.65508331620114
104833,487,19449.9063324567,19964.9019594516,16266.9020992764,1380.22212704764,16266.9020992764,22154.9808549239,-0.572666287400942,2.4354118147904
105089,3517,54742.5743281085,52617.362017501,14967.3833495227,19410.3872034049,14967.3833495227,122755.708135736,0.519459089229146,2.88885328683921
105222,774,5191.70253027748,5275.2334086138,3408.85788634654,933.974507946797,3408.85788634654,7086.90945025522,-0.169652122212723,2.28306529218032
105365,1354,7347.07292640965,8172.91508702853,2341.37636882591,2647.84592662743,2341.37636882591,11438.3152241074,-0.611985209735214,1.97630265480158
105448,300,5572.66867503752,5567.8394472309,3837.76017961952,992.165791308421,3837.76017961952,7765.63008594473,0.274098629497716,1.93390571103062
