gvkey,GroupCount,mean_F_star,median_F_star,mode_F_star,std_F_star,min_F_star,max_F_star,skewness_F_star,kurtosis_F_star
2444,2800,2489.27146756441,2414.04023087124,1290.28507478749,535.638665528889,1290.28507478749,3797.44053107949,0.261742073870959,2.4325647009295
2504,1576,3435.60080012207,3356.30182411822,1782.25562018788,763.508287859286,1782.25562018788,6043.21210583807,1.02052115494394,4.3847676491393
2547,3299,33132.3505439978,30246.8900848518,20007.3978873373,7848.02077667935,20007.3978873373,55216.7203892994,0.461844415019239,1.90160219675717
2558,4791,29092.1829877467,29298.6571129095,22064.5562351784,2689.98431884352,22064.5562351784,35432.3164806681,0.251389426031705,2.45253973239933
2574,3315,16040.4009126934,15919.9731429926,8314.16432334179,5273.49068229262,8314.16432334179,27709.9364588341,0.260417305684846,1.73873658356054
2593,1890,1692.87000610866,1622.02155650108,883.705716628897,351.748694165801,883.705716628897,2749.61922819236,0.583083932511392,3.35067068808703
2663,4870,11889.8214281657,11632.9375205823,8202.80061281123,1771.63069062362,8202.80061281123,17066.9601913381,0.502750072385862,2.44498259389807
2696,3145,19026.6994602591,18064.6900561035,6457.90315381846,7649.19378917153,6457.90315381846,39001.5884727168,0.36938523484773,2.35322573863983
2697,1688,8633.67164858854,9602.30542307206,2784.24619235256,2987.3141260378,2784.24619235256,15260.8405075846,-0.49390856117267,2.36003321845093
2698,492,5335.17078671365,5063.69268560882,4365.83711254149,642.152187270033,4365.83711254149,6704.94664794584,0.365821514281162,1.66180034157908
2710,1602,5699.16942356029,5642.65465644389,4103.23665965226,641.886399164553,4103.23665965226,7113.32448335807,-0.104343887371236,2.31835974359451
2721,4636,31005.4816705038,29137.6171850919,18112.4356846337,6151.9858639328,18112.4356846337,44825.7543303258,0.427590167243089,2.23468973418404
2751,4838,26144.2078497688,26457.8338371884,16009.4476080117,4583.79963254055,16009.4476080117,35326.7604050789,-0.190692413563114,1.96462059052818
2783,2068,16612.6589216145,16477.7953305093,13649.2146117955,1062.94773975362,13649.2146117955,19922.1763283471,0.576094537045323,3.36736206385018
2787,1730,953.985436921954,880.597390304421,451.444003175867,341.748408679794,451.444003175867,1767.18017783334,0.523426381115351,2.02366667136391
2812,560,2747.99111463476,2697.13845542554,2351.81477383633,194.951783482721,2351.81477383633,3105.83712074793,0.175919290466589,1.79008417459552
2817,2411,46833.3549215491,47883.6222905557,22327.0154945066,12578.8670758073,22327.0154945066,74419.1498688042,0.0540950158807809,2.32198861059086
2884,2052,5200.30104105956,4576.96073322406,3138.53597541027,1994.14331574639,3138.53597541027,12664.6524471083,2.83421975421087,9.95418406155955
2968,900,1091770.7281338,1041917.25234189,873190.912290874,229874.573769118,873190.912290874,1819538.26332586,1.85987285521711,5.9338088707825
2991,2799,140302.031694982,143900.910476669,75818.8812776032,25144.1492835167,75818.8812776032,180594.569468013,-0.438465977123103,2.04817046671431
3062,557,2620.24417265001,2640.62237217607,2556.12718878118,215.006637978075,1974.97072806422,3263.46644809552,-0.30388057967975,2.86511841278485
3121,2399,7667.33134233013,7630.39693367498,6216.96624996441,532.935524028368,6216.96624996441,9749.14204766748,0.112869433667504,2.68348646964122
3138,1785,1157.57911243487,880.75881704624,742.977961487082,457.942182355408,742.977961487082,2316.17164010683,1.01653250944548,2.68849495236536
3144,3400,104012.022334419,96612.3582561721,60565.7046928033,27221.4848669031,60565.7046928033,158009.405268843,0.422569205107128,1.71084820392704
3170,3457,28612.6937271824,25847.8300472115,30412.5628639645,7577.48821428277,17022.3423637882,46131.5639808118,0.764007224122531,2.37551069249545
3221,4798,27872.4296679422,24237.4832533227,15380.6893157699,9744.81411067876,15380.6893157699,56967.539857095,0.953036769838068,2.91943385135321
3226,4800,93262.5038843065,73313.2703131374,23039.377763744,43221.6021823127,23039.377763744,206840.952268559,0.605560949402013,2.28189124970712
3231,1075,51877.3044542947,51615.5934143582,46379.5583641753,2178.51815527464,46379.5583641753,58090.2709001059,0.54510052724384,3.57786663574
3243,586,984745.369033272,894621.039805522,776715.639912691,218578.950278109,776715.639912691,1447688.00364454,1.10544106940321,2.59309459520891
3246,2153,1620.69045206646,1740.06301892384,502.040972893163,571.533197924542,502.040972893163,3081.63379872485,-0.3633853720535,2.41647997537076
3278,3488,8911.09282036678,9545.66028801832,4791.93984894409,2478.77587726915,4791.93984894409,15330.4492557256,0.091155998560936,1.89901278580732
3310,3136,11214.3648777399,11205.4144840644,8751.66018512897,956.310688973459,8751.66018512897,14718.9425262863,0.51952882897682,3.86196940540332
3336,2189,8220.93657799179,8345.52995555361,4664.85909696733,1035.57081847805,4664.85909696733,10643.0047251743,-0.763659984077334,3.52948025427588
3362,968,13315.7479451672,13113.1388926257,10728.0276675675,1671.81384088782,10728.0276675675,17064.532501412,0.413861946494775,2.04123276515093
3413,3339,20738.4210175457,19762.2044483335,11813.7370393296,5107.14937751359,11813.7370393296,30006.2960012286,0.163057724980621,1.6426955982746
3416,1706,1942.0223694752,1932.24511983525,1424.00980239593,185.789613874464,1424.00980239593,2402.8635699026,0.00293331159208027,2.29959193634908
3439,1652,8737.76183892248,8891.28865003902,6721.8886175165,671.338494486125,6721.8886175165,10699.320691428,-0.781879607098003,3.9587160874875
3497,1395,4713.85545438662,4857.81643548226,3266.59354528845,629.814115648638,3266.59354528845,6074.12243927969,-0.163439975613687,1.9325620088964
3502,2397,1420.89580953528,1466.39503284886,805.178917819859,235.274160355164,805.178917819859,2017.31880996716,-0.152216564151868,2.13720563946666
3505,1250,6418.67613530038,6503.84728847581,3607.95115094409,1036.90601783933,3607.95115094409,8506.47241862612,-0.179738420700403,2.27886442626436
3532,3665,10754.3056659429,10748.7064255685,3405.87354268624,2817.47402758989,3405.87354268624,18516.9796561641,-0.116781048475859,2.82649740604684
3580,1678,1729.91519847952,1668.81985482734,1190.98689324269,272.221830577144,1190.98689324269,2441.16805658868,0.471444073960387,2.37282594577656
3607,911,2278.90675872032,2317.92883365446,1750.38578462498,365.608517347439,1211.21779662977,3128.61171884519,-0.596638459683757,3.15229641968628
3650,4818,10085.7853683409,11531.7132623782,2117.60142183481,5494.63535630077,2117.60142183481,22164.6520961312,-0.0479779228594359,1.57270553467345
3734,1359,6298.0973636567,6228.80515736392,3799.08850322916,985.486442720979,3799.08850322916,8863.8958301388,0.239945699685207,2.71247184571361
3735,3529,19343.6131386673,16275.4028246143,5531.36687419582,10269.1583396182,5531.36687419582,48054.4424078512,0.744114396531811,2.47389505561084
3813,4867,34293.1965222072,34217.1710023479,21257.9937502857,5380.3133559499,21257.9937502857,65898.652526776,1.4086028015247,8.51679976834633
3814,1792,3565.44702106116,3564.79780882693,2889.34315053525,210.369780311466,2889.34315053525,4141.52865132041,-0.0705315410769608,2.93232730129415
3835,3697,31429.5128744146,31523.841567059,14339.9387126318,10484.7947921886,14339.9387126318,47262.2368481425,-0.0935511591934137,1.38241014668587
3851,2352,17672.4085489413,15273.1540770261,13298.2842066928,5676.42676864959,11582.6988873393,33563.0092541902,1.48157294147952,3.68950615770921
3863,664,1297.03234263274,1209.28171807889,869.905185774136,253.764423496438,869.905185774136,1783.5293997684,0.465142337178681,1.84640360849961
3897,1334,14131.0385929616,14050.3393012298,12587.5213061188,795.920438615612,12587.5213061188,16487.8299386511,0.642202096777577,3.32369773368296
3964,2325,2728.59424741567,2782.29551194107,1485.3700972237,507.909383479849,1485.3700972237,3760.37403985961,-0.27846827823694,2.32855470949405
3980,390,133019.683783938,135535.295334537,104486.538213295,10276.9928279323,104486.538213295,157440.390270782,-0.645867225858357,2.89169879161986
4029,3681,35987.4349740895,34565.3623876368,22403.762784663,7254.26005275202,22403.762784663,53122.3322156235,0.464444574159293,2.57151124339837
4040,2690,6250.64455851827,6035.91272747101,1798.85153523161,1765.15984497044,1798.85153523161,10282.0152742996,-0.536196128245175,3.62115472800863
4058,1994,5506.9091653998,5408.02236306469,3536.82234038641,806.767895207335,3536.82234038641,7598.50311401317,-0.0544396457572213,2.48614915195997
4060,4866,45870.9633514357,38642.3533514576,20957.6371373595,23373.5472935938,20957.6371373595,133616.526606205,2.36985184785577,7.95900601385188
4066,4711,19190.9127701282,18785.5254794131,11773.1299896546,3010.35657125995,11773.1299896546,25063.8468900934,0.120272100716676,1.86960244381684
4087,3965,40271.5139324632,39106.7176610119,22034.6614066841,7004.34413116752,22034.6614066841,58683.3222066172,0.239636708013377,2.27177932457847
4093,3468,60869.8452218522,68648.240932517,27192.0890187192,24166.0142454829,27192.0890187192,104940.841326123,-0.0248824964686578,1.48252155637441
4094,785,4138.713298951,4145.74646055474,3419.64706475683,385.592873422431,3419.64706475683,5033.55438202655,0.199259224164245,2.0224567820114
4145,2397,1789.41932016128,1767.92227209955,964.6838056265,346.473873284814,964.6838056265,3434.06821112947,0.770955223146352,4.96892724405786
4194,2687,9488.69163478517,10665.3645094159,3725.16452332428,3299.89936975543,3725.16452332428,16239.6282888809,-0.313678264188667,1.98260405020109
4199,4278,15127.0942368891,11825.5179821498,4857.15984328225,8254.05266658641,4857.15984328225,29749.2579888283,0.493583504027696,1.61730938555358
4213,1616,7205.33724197543,7424.648152478,8505.91133915471,1062.05725874658,5128.98649822283,9078.2963081632,-0.107650512475538,1.66016412524708
4242,2466,18988.1403747561,16496.6574867203,11273.1716325177,7032.28130217047,11273.1716325177,44334.3445081581,1.73087420113479,5.19622244431732
4245,1412,2780.65200404986,2465.86338395551,1634.59594617793,1134.47182489782,1185.52597096934,7088.85508276004,1.26312196457369,4.09215341169319
4321,3068,24145.7835912545,23585.1497480753,13589.0763860151,5085.38267657188,13589.0763860151,34231.3312065894,0.0922763104136594,1.7944440893171
4367,2668,6493.72660632021,7086.92613878823,2090.57306726677,2873.76169350203,2090.57306726677,15377.9131358467,0.230722845362658,2.49313438042236
4423,2013,2670.64655964487,2647.23497657521,1758.2605041409,405.931770566114,1758.2605041409,4136.53347251308,0.499858505607795,2.96292456664781
4439,4871,67010.1936405663,21847.8567111512,10038.0582603497,78799.3642427238,8892.3443156153,258403.57327279,1.21514630277444,2.69343971525187
4503,2534,249848.132837491,245645.094992842,153180.989035603,50768.6791909876,153180.989035603,356405.623399279,0.0161126325190311,1.71273390216347
4510,2572,3114.73351645123,2472.72464841863,1509.63915001585,1679.54853415181,1509.63915001585,8274.54088487469,1.56205152382443,4.20285499574488
4598,3646,20303.5904785343,20515.9186607465,9486.12770141845,5750.4442291319,9486.12770141845,35352.7074871577,0.430284411554573,2.93438498346414
4605,1682,2204.57995792292,2290.278100011,1272.69952242221,540.966563905577,1272.69952242221,3447.84158544888,-0.0668796676892752,1.94263226954687
4611,2042,15145.4092912236,15421.9838223729,10535.3577463471,2464.62307981962,10535.3577463471,20394.9365750734,0.116225903859809,1.88234886212753
4622,1505,949.977071336187,979.893923209859,848.294228193995,132.991172925916,567.769689025542,1261.61916005358,-0.965261812835804,3.84891881514879
4669,1495,2802.86102684146,2588.11583872694,1601.00493496814,703.3222693332,1601.00493496814,4701.68134781475,0.801053408090137,2.69722425144519
4674,280,112987.551086723,115454.762875329,85957.9124317313,10798.7346533944,85957.9124317313,125246.678497064,-1.75052668805006,4.8307063566882
4723,3092,235118.900248138,218088.224848446,147293.292925682,70917.7596962689,147293.292925682,386758.323135152,0.7181393280132,2.13202685432497
4818,355,4617.86073689274,4733.81514090084,2374.17720628652,1023.99969817839,2374.17720628652,6493.32429914306,-0.371508053811228,2.56546534775678
4839,4836,171183.116471503,169574.309077292,135639.373997042,13103.7483417848,135639.373997042,216774.101189072,0.484448321482995,4.61402605738179
4844,1678,2158.70053840815,2047.36730792471,1092.05442591248,804.721388465312,1092.05442591248,4794.8150578132,0.98120160792564,3.43723556930227
4864,275,2233.39979328965,2281.85101131304,2563.89792740671,192.165497726507,1754.43750208883,2624.18575358037,-0.820363093565244,3.54535428794217
4885,2237,8182.37469694098,7676.28521828509,3633.57137639716,2727.16332180768,3633.57137639716,14838.0462861153,0.404326760086762,1.99560470383713
4941,4407,3329.30043173313,3268.77258704807,2108.38482430826,520.114689801901,2108.38482430826,4613.15063819329,0.264775407270108,1.92329295138828
4990,4839,8609.42660358251,8471.24948151649,5029.67665561394,2038.23985147777,5029.67665561394,17816.0189781543,0.800026248409763,4.08532350121423
5046,2021,20630.3016100875,20668.9476285861,10277.1341521676,4795.5168058362,10277.1341521676,30103.2122445106,0.0528340500934167,1.96188227726356
5047,3274,395459.399806542,436376.933432856,378798.99770955,131039.694840795,157537.964874965,647435.725057242,-0.405424145861811,1.95191670090501
5048,155,241597.278072188,231355.073061302,220683.547365889,19087.466240852,220683.547365889,276359.23992901,0.987723017858905,2.14199123738963
5071,3584,22906.46980478,22110.1206197874,11371.0155586253,4751.4048051078,11371.0155586253,33193.8475588282,0.381852659477859,2.67816086108625
5073,1211,123125.232954442,117934.985699485,66039.3812799819,34391.8636653702,66039.3812799819,226676.700778292,1.25674744216968,5.82068611607043
5087,1683,3995.590039577,3753.56035206364,2829.05614945926,778.568022547854,2829.05614945926,6733.47258303477,1.3947170425883,4.28041045555233
5135,653,7356.40023310815,6948.12246252138,6311.02557930419,768.350580188472,6311.02557930419,9379.67668631025,0.321974643234217,1.70089296936215
5179,1711,564.206659865454,561.317614657349,543.438298948312,52.5564946767793,389.030630026606,722.242782633469,0.248480614606059,3.73703788953
5180,4599,224571.310802616,220734.500415941,133801.309733153,29961.9431525209,133801.309733153,301348.462441062,-0.0991325077268869,3.08361021197564
5229,2701,5655.63878447553,4922.13856114263,4415.21882497501,2132.39741416733,2652.98324611748,11692.4101461957,1.08053499268267,3.5141459153114
5234,4850,10355.3003304219,10203.4259190069,6341.99814637288,1645.55776638182,6341.99814637288,13363.4651109987,-0.0806983794565689,1.90029703328387
5301,759,1893.22795295037,1898.89895952635,1317.22344217527,295.596225155226,1317.22344217527,2766.44825533471,0.573936572421523,3.520765013489
5439,3472,15769.29204896,15985.8225456243,5315.40218000524,4638.58918484561,5315.40218000524,27903.5495133683,-0.0505206539789874,2.31076047990656
5492,1375,3559.95842798128,3543.47310813225,3028.97972354355,854.199772185904,1983.00107578021,5428.5213905648,0.125704581787959,2.05168056608139
5518,3365,3739.94676181667,3393.09910935436,2073.70001732612,1116.91268732789,2073.70001732612,7004.22564954951,0.858506798943554,2.85610162153077
5543,335,2115.82783280586,1930.18973533003,1144.93437539304,526.092897598564,1144.93437539304,3478.35102473777,1.01018420039014,3.37495938428
5568,291,77722.9026333283,83305.9313717033,56288.7726931859,9824.49661418304,56288.7726931859,91607.4300246927,-0.710180251937973,2.05459126677938
5597,1702,9017.60746572403,7722.41435585295,5579.91519136928,2895.07798543753,5579.91519136928,16250.9695089042,1.33974151637635,3.3637482493416
5600,3405,12481.783167345,11866.7916403116,11799.6219306498,2746.72964728935,5722.9740422919,20075.4004977409,0.856068719404055,3.32934229372399
5606,1234,88244.5463954178,84845.2819016787,52803.0117796812,17133.5456743251,52803.0117796812,126120.538484647,0.364039205005581,2.34034771298345
5643,689,24179.9552717106,24061.3544720766,19404.8970656586,1862.5031044754,19404.8970656586,28649.2374235754,0.1292734804713,2.87655156614264
5650,4869,136092.342879848,136921.820196579,43376.9248757664,42302.2895398243,43376.9248757664,224447.50476343,-0.463168038253123,2.60562929153426
5680,4787,72373.0160510438,55140.3566411493,32012.0831278893,35580.9616812266,32012.0831278893,186637.067798056,1.14271500381317,3.32878882257506
5691,733,69096.9742203654,68118.2547497591,55637.8524753568,6547.16293473099,55637.8524753568,83484.2530556684,0.187708787648122,1.81152144533949
5723,263,9647.79693304729,9783.22961724341,6868.28987753124,1140.76187070247,6868.28987753124,11705.3317874665,-0.35410065310161,2.40747521389303
5742,4492,14951.5268415642,14616.4371919524,9395.28378519707,3698.21406965378,9395.28378519707,25767.593692621,0.829841461278354,2.94970006930409
5750,1722,1687.9265748137,1416.76967131743,1006.29129466162,602.599536597647,1006.29129466162,3415.14293342695,0.910015444383102,2.75671618114288
5783,1413,1965.6665404732,1907.46172112588,1275.85221920889,401.147400874288,1275.85221920889,2879.28511801609,0.406608340680136,2.10637715949393
5860,266,8965.6162016247,9127.49898283587,6962.52521855271,645.976658231645,6962.52521855271,10023.9817970785,-0.921503846057579,3.56490355420812
5862,1703,1794.31107108033,1831.44292746847,1021.40349090752,355.375049660061,1021.40349090752,2661.42028985225,-0.172259599506498,2.58794871477289
5878,1389,15279.3921191474,15263.6695344154,14822.0892658095,1583.8204673605,10804.284142726,18702.1025569729,-0.143851240721498,2.42014270638203
5959,434,10114.1452676579,10018.9458819132,8780.58257735533,711.9796155117,8780.58257735533,12047.9128551251,0.560278907007935,2.91942494515562
6008,2699,61103.0664386931,60371.9772014766,35438.5945886403,11293.8718170289,33662.1527772621,104655.842646934,1.04320040789194,5.07025586033289
6034,459,779.386138659951,788.089918097954,836.562375294248,117.139059526935,558.101778172206,1006.1409777294,-0.0798946059106516,1.9923944963636
6066,4872,140839.877370727,135688.48787028,96943.0003312673,22068.8361416946,96943.0003312673,197945.329917376,0.659106310199455,2.59203548199389
6078,1516,2868.89615488966,2852.36499319134,2169.43591511494,278.387198308363,2169.43591511494,3502.8213359871,0.00954854550488037,2.44759332702511
6081,1874,6882.35528448441,6414.0623710959,4221.70832285672,1546.12821173489,4221.70832285672,11278.8899829349,0.557509603684441,2.47572928971897
6097,1738,5005.65356756836,5255.62093922564,2132.119120529,1345.87537153421,2132.119120529,8088.82504841113,-0.195229441311087,2.15352909650014
6104,4872,20745.7582559353,21621.8015789688,12138.3097663202,3552.97122299377,12138.3097663202,27410.9988534308,-0.347093089774066,1.9036237522146
6135,1743,13615.7013683103,12510.5368663608,7100.93662891725,4322.34178649986,7100.93662891725,23019.8718559356,0.305288357670077,2.07034490995312
6136,4683,10554.757574807,10362.7786500238,9123.19669196584,1641.59973070293,7214.32581681321,17058.1598906417,0.758939151031918,3.74829778252698
6266,3031,149740.014193621,139950.06490386,95617.5557780129,31897.0625428853,95617.5557780129,229817.346345022,1.02737466395164,2.87308263953833
6268,937,31066.3400481248,31337.061213971,21082.025981803,3607.61259013296,21082.025981803,42151.8381997984,-0.554449650738144,3.17436302610537
6307,402,9761.62824641359,8697.28645268105,5664.59185861213,4291.98457963919,5664.59185861213,21844.7820343156,1.83342661133457,5.18229958128731
6334,517,4414.52967553199,4408.31018175384,3226.53164517491,350.117515704025,3226.53164517491,4984.45202342376,-0.734191259484088,3.72173175509462
6335,343,2377.06511676481,2366.77662648003,1485.2977510087,335.606283298619,1485.2977510087,3119.59270735959,-0.282362938357052,2.96162850060251
6338,1661,3678.82619140081,3642.98484185769,3128.5116359841,451.701957993506,2965.26789251686,5351.23562481219,0.729374728374347,3.40200783466201
6375,3506,18294.2810341407,18018.695712475,10455.884240856,3074.67743449372,10455.884240856,28791.4871103658,0.807909205005478,3.79331862647727
6435,2163,24271.1241133042,24536.0039946347,17554.1010600417,1767.22707457495,17554.1010600417,28449.6375785061,-0.25433602488524,2.79291534411954
6494,4470,20955.7556290254,16194.5445286123,8458.60910706814,11870.7064818639,8458.60910706814,63194.8374391567,1.60816301026329,4.70564344055343
6502,3700,21562.0746019946,19956.7459779004,14341.3249293024,5355.19646414432,14341.3249293024,41397.3079430926,1.81749925454161,5.89463570024921
6506,3505,28081.0366626893,26063.3466423239,9156.65603597364,10232.0991890518,9156.65603597364,56755.0310532554,0.246636013836834,2.01886107358282
6512,737,10097.5901682923,10031.3709539262,8596.17911717096,693.331747687866,8596.17911717096,11889.563151548,0.377897511222518,2.69559165159623
6529,399,1636.58149236598,1661.13072891136,1233.82863747487,170.361477406053,1233.82863747487,1956.577976563,-0.25168025729903,2.16216430679237
6649,1772,2877.18310952698,2858.68218898446,1710.0880412925,501.937949821973,1710.0880412925,4083.74863951078,0.418266610861406,2.53243004495471
6653,1984,5324.44089484853,5008.15324369645,2445.29745412042,1351.43207721067,2445.29745412042,8885.33537726239,0.61903207517674,2.45307002454699
6669,4535,6245.91152588665,5425.0848778825,2028.23811071304,3150.666586437,2028.23811071304,16507.3573723535,1.08922054688178,3.41726277064385
6730,2722,40001.2503152447,38228.0079886345,26289.3416416599,7957.45682818013,26289.3416416599,64953.9225733107,1.0046612334575,3.4626190769834
6733,2537,5796.09644112439,5429.43163401336,3325.23172230458,1419.07693663223,3325.23172230458,9778.17858514264,1.13196481881677,3.61402550076665
6742,2063,69096.8099380446,66240.8310722277,43610.2738905504,18156.6810059895,43610.2738905504,97829.4347927106,0.0348827103310831,1.29222306867545
6768,2448,1992.76199514857,2268.25123952907,812.43215171987,674.264644583202,812.43215171987,3034.47957664795,-0.466526327694653,1.64275163602916
6771,1290,10814.8883820389,10550.1420021347,7955.35874268604,1478.45899173776,7955.35874268604,13954.4291499093,0.522957269815201,2.37962085589189
6774,3702,35543.2965867998,34486.873954891,21904.8760739632,9160.18278689123,21904.8760739632,64372.768446709,0.975878891709415,3.55217656719603
6781,4827,36858.0298821782,36366.7664591813,29370.501118269,3043.72780973122,29370.501118269,48064.298445288,1.22128896747532,5.03647311457799
6821,3641,1300.5577659762,1335.106841648,462.915262111342,328.84716920216,462.915262111342,2167.56227718671,-0.124778240228046,2.42731890642456
6829,3603,26270.3767800739,25365.0116741094,14016.3207263938,5158.94510544139,14016.3207263938,43134.8676489988,1.18779074151292,4.8215037276618
6865,871,1461.44986727553,1389.1487911861,1088.65735354566,233.581766658029,1088.65735354566,2173.98003704546,0.499068813049566,2.38802434231489
6946,3231,11262.1824543202,8789.02580126882,4216.93850042954,5282.13343400817,4216.93850042954,25349.6754157817,0.962458419021591,2.71348371210632
6972,1609,1378.877076631,1384.32251051581,633.814534004249,426.472931403044,633.814534004249,3177.73831600541,0.497240194833242,4.12704712307151
7017,3256,19341.0709990277,19597.4689064909,7685.12977754472,6623.14195501255,7685.12977754472,34698.1519334209,0.0510349135474928,2.29162044339528
7063,1148,4514.92136545577,4642.5136872087,2477.77541227041,713.334411097614,2477.77541227041,6066.36033489993,-0.590546746862422,2.6683360502956
7065,4164,21816.7194815199,18134.0311680931,10655.2552054889,9120.63742828341,10655.2552054889,47345.60148448,1.14283412080709,3.37742523383959
7085,3647,7521.7565617352,7347.86470553451,3771.1572994534,1726.39304515278,3771.1572994534,11279.9145603038,0.0868325987694928,1.82579670639969
7114,2977,42608.3503722186,41433.2229440598,30539.2973793756,6249.72564705538,30539.2973793756,61187.5686648648,0.715354453812229,3.04480867191406
7116,4846,5753.76599379713,5557.79835334622,3312.23299713042,1328.66065885622,3312.23299713042,9567.09873480473,0.661956926277659,2.97183582686173
7154,4849,56938.6776023573,56679.9878135522,16053.7882954012,26269.0282227496,16053.7882954012,123463.769943024,0.502094107285137,2.42954471317796
7163,1304,8216.6554491053,8411.28980438536,4247.99683374563,1915.3616141665,4247.99683374563,12214.8977579588,0.0225324527432908,2.2132084274169
7171,4872,32594.3772732922,27584.5069375847,10817.7088658266,16089.1822621736,10817.7088658266,64835.6417085919,0.359507037330027,1.6287100276628
7186,1713,14996.2656071264,16346.8647775997,6747.50208592686,4168.39610266572,6747.50208592686,22128.1271146646,-0.296048546873221,1.76954142406397
7228,4567,52228.7679978741,39505.3669599502,23296.1068512704,23979.6823048208,23296.1068512704,110753.622744563,0.842372070261932,2.02350813703732
7257,2011,59117.3780716842,56845.2274510502,36073.9192169991,16722.5634849359,36073.9192169991,106528.191365769,0.764847163668779,2.65521506596528
7267,1956,555759.28185218,515112.430679618,352542.214912326,179982.95711144,352542.214912326,918294.419832129,0.715952530024613,2.14089718530022
7343,487,4629.52604087335,4834.12096968675,1902.68188465082,1022.13462676034,1902.68188465082,6047.3379609238,-1.19442264459524,3.65944222472446
7366,1665,22375.2725645898,23055.2438971533,16336.3219573821,3521.58678836628,16336.3219573821,29845.1257870112,0.223075574899698,1.94309469209557
7435,2546,38524.164913407,38527.1847379532,26004.4131669051,4070.95201589022,26004.4131669051,49260.6282935881,-0.101869339543403,2.68489414761065
7471,4863,239163.566199325,255691.581093914,78284.468567989,80114.9101920956,78284.468567989,504145.570749827,-0.154981136521262,2.87494819406192
7647,3653,1726962.14239765,1739785.08693631,1136561.06118649,244739.853091628,1136561.06118649,2345477.48075466,-0.298576447415226,3.14553118285821
7652,824,20905.3110885579,20508.4219687284,18053.4584714082,1650.84263327958,18053.4584714082,25400.7342059921,0.665457055700077,2.62446438069778
7733,1396,3080.14531995177,2981.09637905922,2270.28245060116,557.956002701908,2270.28245060116,4637.94073160114,0.562379081347683,2.26234006406336
7750,2850,7666.88540171075,5923.76147372027,3821.38227981301,4361.28217686707,3821.38227981301,21499.8624735081,1.83851085184201,5.125484368124
7769,532,10316.5495291289,10103.7708559514,9167.98867421227,831.917154848499,9167.98867421227,12409.3733225543,1.11413624424245,3.49131243441233
7824,1198,4675.12955586286,4909.12417424564,3774.37205212944,769.8108108525,3394.68630428047,6036.18324860404,-0.269241262485071,1.63623234331571
7866,2672,2085.00905039267,1841.6751664062,1599.19094883647,563.101868697864,1333.76904695462,4127.07319087019,1.2829364329242,3.63343608883122
7875,3747,6504.84647674551,6434.78431260933,3568.18233559044,1283.8063789674,3568.18233559044,15157.2805129527,1.03818634157183,6.77715155131958
7881,937,8976.15182896333,8985.07847427482,3770.5096259977,1994.42607648799,3770.5096259977,14020.0045415589,0.311869935915788,2.51689188139672
7906,4696,26985.6284839968,20251.1188106303,5123.26124730967,20134.1750686359,5123.26124730967,97584.70937698,1.03084448186076,3.3350816716845
7908,4857,83690.8080804184,81722.4192108637,38453.5861573071,31479.9703588516,38453.5861573071,148765.525599346,0.440134513911768,1.93784091109173
7912,907,6200.45292373027,6217.485559732,3726.187946417,1019.44279061407,3726.187946417,9258.90249840823,0.532488658252814,3.50518060325477
7922,3702,5778.44145356491,5993.47981603389,2538.27597460858,2102.97145151072,1939.66700467617,9681.22677591339,-0.228008521697516,1.8800237073502
7923,4872,19083.2995609639,18462.9714277599,8373.65946080825,7357.56663556977,8373.65946080825,41719.6969091095,0.662311165126566,2.91602004690167
7974,1900,10909.8787053286,10848.2160271506,9657.25768568028,520.860281275831,9657.25768568028,12790.8653882949,0.68635489734252,3.41600266051525
7980,2002,11857.9943142987,10424.2680610707,3816.18574312609,5231.12056869928,3816.18574312609,34898.7483962933,1.66473203702163,5.91131938771635
7985,2299,32792.9247299786,30274.539002064,16065.4160332937,12085.3190104404,16065.4160332937,55513.5581135735,0.24632180414952,1.64044047674852
7991,1305,3465.38734692902,3198.49608892921,4153.86760346218,1044.09945774474,1930.07723979507,5887.29645101694,0.472388814075846,2.07507623993947
8007,496,412537.585968405,389417.442197482,269904.067218698,177461.933625364,269904.067218698,1014991.86968268,2.35780083287626,8.34962248114204
8030,2558,6142.3895008675,7032.96251035715,1701.74201739192,2300.46808546426,1701.74201739192,12016.5070221864,-0.48284732593823,2.38130557550793
8068,3584,29643.6885189916,33458.9840329658,15020.2668316192,13756.3766796113,7510.83016828182,53876.6562566418,-0.259001543322226,1.59330698023616
8099,981,21451.6082652255,21414.6962086172,17947.1967771553,1952.37683490106,17947.1967771553,26706.3540854439,0.130470080965016,2.15856201222143
8123,2793,1264.13667856051,1207.99174874128,818.685728698296,220.045815333161,818.685728698296,1821.03754676034,0.47739658613835,2.34003062834838
8133,1581,3754.28308213372,3485.24186633315,2609.39997372992,899.563064968248,2508.84613411462,6632.57982187863,1.24367818259386,4.11301791847644
8151,2258,5946.88079265213,6748.41783748173,2984.00681021939,1847.25501615749,2984.00681021939,9167.66445873643,-0.216286992238709,1.4526321581072
8210,1125,1470.06315654572,1448.75037786042,634.249642828898,331.866015838071,634.249642828898,2207.20259987677,-0.292605412778363,2.97424917231006
8214,1612,3660.67241620126,3629.8343775709,2305.60164290989,670.395871701744,2305.60164290989,7374.2012222801,2.39064048534945,12.3810879800432
8215,374,6203.4547243818,5757.68825609928,4027.23055885423,1136.64055763214,4027.23055885423,8824.4140761381,0.487780100650919,2.26761492452667
