gvkey,GroupCount,mean_DD,median_DD,mode_DD,std_DD,min_DD,max_DD,skewness_DD,kurtosis_DD
2150,1245,2.86250167730902,2.8854835349022,3.34989172032666,0.412096647506204,1.64645755162052,4.32966915198291,-0.799937002378265,4.28187543481912
2154,1575,3.14299441077176,3.12723801478891,4.78564045499937,0.349637223309548,2.44848546362257,4.78564045499937,0.312290785779023,3.89387628245435
2176,483,2.42130347965772,2.48276123583732,1.5729846325172,0.501250286898906,1.5729846325172,3.47321312908464,0.0652737034603303,1.83302288785857
2184,2855,2.72103026954719,2.74192481823369,3.27949340423422,0.474871970534514,1.58937246493955,4.0350096366607,-0.245121643287881,2.21700659453061
2259,1358,2.56454534720542,2.54257015349341,2.4235509065071,0.125593339377933,2.39576606565297,2.93067625619785,0.408205422493601,1.87467314033206
2269,2150,2.67805087077714,2.71525866480242,3.63965032038617,0.380337393230515,1.75459098086799,4.01690534630468,-0.209158738921814,2.11513178636051
2285,4872,3.14281465710238,3.20485147093959,3.47080748425593,0.340600209247953,1.92914773344924,4.169081293693,-0.821943678671247,3.4989489446149
2290,1428,2.58090585517512,2.56369546121549,2.54382729901571,0.332991435107351,1.80264344951302,3.68668887745654,-0.115224341039049,3.23467209161709
2338,2632,2.92515632825241,3.00766350312139,3.29059518327904,0.310051355376131,1.91255311570559,3.66455000760561,-1.15499373744586,4.29600197703557
2369,1227,2.7445926663708,2.60781082271581,2.83815808812909,0.564779536385433,1.40585598830152,3.9390049491688,-0.210954915248406,1.67163336793875
2393,1229,2.57124449503037,2.68391294188968,2.70630256610152,0.34236682930108,1.72665398815551,3.42319635527852,-0.481875876574479,2.19241331515305
2403,3404,3.2970675873194,3.2907853416012,3.35479195070831,0.263885091636496,2.36068175894421,4.27458424465672,-0.255754205930019,2.91799710918657
2408,3558,3.03892331288847,3.2230947103815,3.69062865150925,0.483623044284051,0.934124136560836,4.44665913314063,-2.04194333170605,7.04366364305083
2410,4872,3.19329678552791,3.17165360554064,3.5539540440455,0.328804793985899,1.72208495778847,5.08745545304212,-0.0581066902954995,5.3093430327886
2411,4499,2.97252611900533,3.05319329991095,3.41229780170141,0.273677843090136,2.20864781911595,3.64464537859156,-0.761208920145078,2.6738857882647
2444,2800,2.70682977713182,2.776021900765,2.97882325612371,0.496700253797376,0.933521426029709,3.76320333769722,-0.737718343860535,3.13526694010111
2504,1576,2.16100175983493,2.26483065677354,2.4677687581167,0.521961732896222,-0.630824538774557,3.97889358268365,-1.70459998004462,7.31022127293269
2547,3299,3.07668944585024,3.11157868885152,2.75740270940326,0.351755270845947,2.14727019864367,4.32362444958503,-0.490878129574719,2.40421400368732
2558,4791,2.82644594545955,3.03602576893189,2.13335622720824,0.476981611934958,1.60394031053327,3.79956364564172,-0.995296760688142,2.82406820373144
2574,3315,3.0643598944839,3.10606456272283,2.40181657070803,0.354974072832598,2.27979390541908,3.91363431466407,-0.354303021318853,2.08372194113193
2593,1890,3.03094478683999,3.06358807262861,3.65538534109919,0.377726423938344,2.26637433476268,4.45933769061882,0.122150105638273,2.5080999126752
2663,4870,3.21951662031616,3.22549432441553,3.062680713167,0.213034296662934,2.6379720676498,4.37728613764867,0.0493836093566921,3.77669559305937
2696,3145,3.23046451995907,3.24376090440782,3.17599164914485,0.274980560991423,2.47331841543971,4.43235779483921,-0.521396485440096,3.73973572541303
2697,1688,2.90856340482551,2.93200002834657,3.09146495065265,0.340661440908007,1.9944972604527,3.51105588538469,-0.590691211945834,2.59521283666016
2698,492,2.98936087660522,2.97270973144702,2.79649496414158,0.152028522324624,2.78340668270575,3.55049785811807,0.643836879753022,2.7870755446616
2710,1602,2.58507348530799,2.57289412452745,2.25471521716797,0.287820212429356,1.96354188018886,3.74855406229603,0.315497382572716,2.15858038436572
2721,4636,3.40163337081693,3.46112639166915,2.95155333846151,0.244294942887605,2.37338304572659,5.11267045944858,-0.544690531824355,4.79614670607615
