gvkey,GroupCount,mean_E,median_E,mode_E,std_E,min_E,max_E,skewness_E,kurtosis_E
25751,1346,484.940056185749,476.85528169703,14.1043345639591,84.7705204034148,14.1043345639591,938.330036082049,0.959939075345164,5.23182758562688
25895,1905,1193.99463244098,1223.66902366625,371.047589218117,306.087940719045,371.047589218117,4358.60141340595,0.49878068601554,12.5140031754897
26061,606,2157.6199476754,2187.18976819343,1575.61288543205,391.650500892712,1575.61288543205,5101.10093493202,3.30039936138181,20.8137296870486
27780,1784,1789.1155235956,1596.93310493269,615.505918571125,714.737968428766,615.505918571125,4079.09056482135,0.47309642459681,2.3576536970394
27786,2182,8269.25492710734,7807.73126771138,65.5305636221103,4281.13873780999,65.5305636221103,24896.5568534993,0.463873394471989,3.2958854763649
27914,3298,4203.37608672467,4295.50158668714,804.74590181508,1834.51327728728,804.74590181508,9567.17092780929,-0.00760785460374976,2.2901175634859
28139,643,2485.70006839494,2545.83811042754,404.521275861734,1180.30901565119,404.521275861734,7702.13313818414,0.520443815460329,4.49239583139957
28169,2637,3291.82575451084,1848.66150030399,376.219597440085,2836.38307303213,376.219597440085,11416.9054541361,0.888090929487505,2.58058615254867
28191,4846,4909.41997801313,4403.89079823324,965.305279807305,2571.10017382072,965.305279807305,13139.5002538648,0.755278692722622,2.84274275135555
28194,571,467.918197753753,442.839486017707,185.238111611125,164.861420719668,185.238111611125,1922.07067072378,3.9079822215194,24.4707582457282
28195,2696,2097.36835606387,1975.5097190102,100.266856791257,603.00117878686,100.266856791257,3456.45470978811,0.28699997264193,2.2140770774669
